"","Title","Year","Rating","Runtime","Critic.Score","Box.Office"
"3055","Think Like a Man Too",2014,"PG-13",106,23,65.2
"3056","Jersey Boys",2014,"R",134,52,47
"3057","The Rover",2014,"R",103,65,1.1
"3058","The Homesman",2014,"R",122,82,2.4
"3059","The Living",2014,"R",89,43,0.0054
"3060","Happy Christmas",2014,"R",82,75,0.0289
"3061","Whitey: United States of America v. James J. Bulger",2014,"R",107,80,0.0756
"3062","Transformers: Age of Extinction",2014,"PG-13",165,18,245.4
"3063","Deliver Us from Evil",2014,"R",118,28,30.6
"3064","Earth to Echo",2014,"PG",91,48,38.9
"3065","America: Imagine the World Without Her",2014,"PG-13",105,8,14.4
"3066","Tammy",2014,"R",97,23,84.5
"3067","Life Itself",2014,"R",120,97,0.8
"3068","The Signal",2014,"PG-13",97,58,4.7
"3069","Dawn of the Planet of the Apes",2014,"PG-13",130,90,5.1
"3070","Life After Beth",2014,"R",89,45,0.0573
"3071","Sex Tape",2014,"R",94,17,38.5
"3072","Persecuted",2014,"PG-13",91,0,1.6
"3073","The Purge: Anarchy",2014,"R",103,56,71.5
"3074","The Fluffy Movie: Unity Through Laughter",2014,"PG-13",101,54,2.8
"3075","Wish I Was Here",2014,"R",106,46,3.6
"3076","Come Back to Me",2014,"R",90,20,0.0042
"3077","Hercules",2014,"PG-13",98,60,72.7
"3078","Rob the Mob",2014,"R",104,84,0.2
"3079","Frontera",2014,"PG-13",103,52,0.0593
"3080","Guardians of the Galaxy",2014,"PG-13",121,91,333.2
"3081","The One I Love",2014,"R",91,80,0.5
"3082","God's Pocket",2014,"R",88,36,0.1
"3083","Teenage Mutant Ninja Turtles",2014,"PG-13",101,21,191.2
"3084","Step Up All In",2014,"PG-13",112,43,14.9
"3085","Into the Storm",2014,"PG-13",89,22,47.6
"3086","The Hundred-Foot Journey",2014,"PG",122,68,54.2
"3087","Let's Be Cops",2014,"R",104,18,82.4
"3088","Boyhood",2014,"R",165,98,25.4
"3089","The Expendables 3",2014,"PG-13",126,33,39.3
"3090","Deepsea Challenge 3D",2014,"PG",90,67,0.1
"3091","If I Stay",2014,"PG-13",107,36,50.5
"3092","The November Man",2014,"R",108,35,25
"3093","The Two Faces of January",2014,"PG-13",96,82,0.5
"3094","Obvious Child",2014,"R",84,90,3.1
"3095","Barefoot",2014,"PG-13",90,14,0.0118
"3096","The Identical",2014,"PG",107,7,2.8
"3097","Island of Lemurs: Madagascar",2014,"G",39,80,9.8
"3098","The Skeleton Twins",2014,"R",93,87,5.3
"3099","Honeymoon",2014,"R",87,70,0.0092
"3100","Pump",2014,"PG",88,75,0.0735
"3101","The Drop",2014,"R",106,89,10.7
"3102","Atlas Shrugged: Who Is John Galt?",2014,"PG-13",99,0,0.8
"3103","Dolphin Tale 2",2014,"PG",107,67,42
"3104","No Good Deed",2014,"PG-13",84,10,52.5
"3105","This Is Where I Leave You",2014,"R",103,41,34.3
"3106","The Maze Runner",2014,"PG-13",113,63,102.4
"3107","I Origins",2014,"R",106,52,5
"3108","The Remaining",2014,"PG-13",88,56,1.2
"3109","White Bird in a Blizzard",2014,"R",91,55,0.0335
"3110","The Song",2014,"PG-13",116,29,5.5
"3111","The Equalizer",2014,"R",132,61,101.5
"3112","Two Night Stand",2014,"R",86,34,0.0156
"3113","The Boxtrolls",2014,"PG",96,75,50.8
"3114","Seymour: An Introduction",2014,"PG",84,100,0.6
"3115","Annabelle",2014,"R",99,29,84.3
"3116","Left Behind",2014,"PG-13",110,2,14
"3117","Like Sunday, Like Rain",2014,"R",104,53,0.0276
"3118","Dead Snow 2: Red vs. Dead",2014,"R",100,85,0.0321
"3119","The Hero of Color City",2014,"G",77,25,0.032
"3120","Kill the Messenger",2014,"R",112,77,2.4
"3121","Addicted",2014,"R",106,8,17.4
"3122","The Judge",2014,"R",141,47,47.1
"3123","Camp X-Ray",2014,"R",117,73,0.0098
"3124","A Matter of Faith",2014,"PG",89,0,0.5
"3125","Fury",2014,"R",134,77,85.8
"3126","The Best of Me",2014,"PG-13",118,8,26.8
"3127","The Sisterhood of Night",2014,"PG-13",104,79,0.0053
"3128","V/H/S: Viral",2014,"R",81,36,0.0026
"3129","The Principle",2014,"PG",90,0,0.0862
"3130","23 Blast",2014,"PG-13",98,38,0.5
"3131","St. Vincent",2014,"PG-13",102,77,44.1
"3132","Before I Go to Sleep",2014,"R",92,36,3.2
"3133","The Overnighters",2014,"PG-13",102,98,0.1
"3134","Life Partners",2014,"R",93,62,0.0076
"3135","Big Hero 6",2014,"PG",102,89,222.5
"3136","Magician: The Astonishing Life and Work of Orson Welles",2014,"PG-13",91,73,0.0155
"3137","Love Is Strange",2014,"R",94,94,2.3
"3138","Dumb and Dumber To",2014,"PG-13",109,29,86.2
"3139","The Good Lie",2014,"PG-13",110,88,2.7
"3140","Beyond the Lights",2014,"PG-13",116,81,14.6
"3141","Birdman: Or (The Unexpected Virtue of Ignorance)",2014,"R",119,92,42.3
"3142","Saving Christmas",2014,"PG",80,0,2.8
"3143","The Hunger Games: Mockingjay - Part 1",2014,"PG-13",123,65,337.1
"3144","My Old Lady",2014,"PG-13",107,59,4
"3145","Penguins of Madagascar",2014,"PG",92,72,83.3
"3146","The Green Prince",2014,"PG-13",101,78,0.3
"3147","The One I Wrote for You",2014,"PG",110,0,0.0486
"3148","Exodus: Gods and Kings",2014,"PG-13",150,27,65
"3149","Merchants of Doubt",2014,"PG-13",96,85,0.2
"3150","Annie",2014,"PG",118,27,85.9
"3151","Night at the Museum: Secret of the Tomb",2014,"PG",98,50,113.7
"3152","Wild",2014,"R",115,90,37.9
"3153","Into the Woods",2014,"PG",125,71,128
"3154","The Imitation Game",2014,"PG-13",114,89,91.1
"3155","The Water Diviner",2014,"R",111,62,4.2
"3156","The Woman in Black 2: Angel of Death",2014,"PG-13",98,21,26.5
"3157","Match",2014,"R",90,76,0.0305
"3158","Dear White People",2014,"R",108,92,4.4
"3159","American Sniper",2014,"R",132,73,350.1
"3160","Song One",2014,"PG-13",86,36,0.0202
"3161","Low Down",2014,"R",114,51,0.049
"3162","Red Army",2014,"PG",76,96,0.7
"3163","A Most Violent Year",2014,"R",125,90,5.7
"3164","Black or White",2014,"PG-13",121,39,21.6
"3165","5 to 7",2014,"R",95,67,0.1
"3166","Christian Mingle",2014,"PG",103,0,0.0198
"3167","What We Do in the Shadows",2014,"R",86,96,3.3
"3168","Still Alice",2014,"PG-13",101,89,18.7
"3169","Rudderless",2014,"R",105,63,0.056
"3170","Citizenfour",2014,"R",114,98,2.8
"3171","Serena",2014,"R",109,18,0.2
"3172","Maps to the Stars",2014,"R",111,61,0.3
"3173","Keep on Keepin' On",2014,"R",84,97,0.2
"3174","Zombeavers",2014,"R",85,66,0.0149
"3175","While We're Young",2014,"R",97,84,7.5
"3176","Lambert & Stamp",2014,"R",117,86,0.0333
"3177","Kill Me Three Times",2014,"R",90,9,0.0238
"3178","Clouds of Sils Maria",2014,"R",124,89,1.8
"3179","Beyond the Reach",2014,"R",91,34,0.0446
"3180","Unfriended",2014,"R",83,61,32.4
"3181","Skin Trade",2014,"R",96,20,0.0012
"3182","Adult Beginners",2014,"R",92,44,0.1
"3183","Welcome to Me",2014,"R",87,70,0.3
"3184","The Seven Five",2014,"R",104,78,0.0296
"3185","Good Kill",2014,"R",102,75,0.3
"3186","Every Secret Thing",2014,"R",93,26,0.097
"3187","Sunshine Superman",2014,"PG",100,89,0.0557
"3188","Heaven Knows What",2014,"R",94,86,0.0702
"3189","Infinitely Polar Bear",2014,"R",90,81,0.4
"3190","Love & Mercy",2014,"PG-13",121,89,7.2
"3191","Blackhat",2015,"R",133,34,7.8
"3192","Strange Magic",2015,"PG",99,18,12.4
"3193","The Hunting Ground",2015,"PG-13",90,92,0.4
"3194","Americons",2015,"R",88,14,0.0144
"3195","Jupiter Ascending",2015,"PG-13",127,25,47.4
"3196","McFarland, USA",2015,"PG",129,79,44.5
"3197","Hot Tub Time Machine 2",2015,"R",93,14,12.3
"3198","The DUFF",2015,"PG-13",101,72,34
"3199","Focus",2015,"R",105,56,53.8
"3200","Chappie",2015,"R",120,31,31.6
"3201","Unfinished Business",2015,"R",91,11,10.2
"3202","Hayride 2",2015,"R",92,0,0.0017
"3203","The Second Best Exotic Marigold Hotel",2015,"PG",122,62,33.1
"3204","David and Goliath",2015,"PG",92,0,0.2
"3205","Cinderella",2015,"PG",105,85,200.6
"3206","Insurgent",2015,"PG-13",119,30,130
"3207","Do You Believe?",2015,"PG-13",120,18,13
"3208","Home",2015,"PG",94,46,171.9
"3209","Get Hard",2015,"R",100,29,90.2
"3210","Beyond the Mask",2015,"PG",103,22,1
"3211","Freetown",2015,"PG-13",113,38,7.9
"3212","Danny Collins",2015,"R",106,78,5.6
"3213","Woman in Gold",2015,"PG-13",109,53,33
"3214","Paul Blart: Mall Cop 2",2015,"PG",94,6,68.4
"3215","Child 44",2015,"R",137,24,1.2
"3216","Monkey Kingdom",2015,"G",81,94,16.3
"3217","True Story",2015,"R",99,48,6.6
"3218","The Age of Adaline",2015,"PG-13",112,54,42.6
"3219","Little Boy",2015,"PG-13",106,18,6.4
"3220","Barely Lethal",2015,"PG-13",96,16,0.0049
"3221","Avengers: Age of Ultron",2015,"PG-13",141,74,454.2
"3222","Hot Pursuit",2015,"PG-13",87,7,33.4
"3223","Maggie",2015,"PG-13",95,51,0.2
"3224","The D Train",2015,"R",101,43,0.7
"3225","Mad Max: Fury Road",2015,"R",120,98,149
"3226","Pitch Perfect 2",2015,"PG-13",115,66,160.9
"3227","Poltergeist",2015,"PG-13",93,31,46.1
"3228","Tomorrowland",2015,"PG",130,50,91
"3229","Far from the Madding Crowd",2015,"PG-13",119,85,9.9
"3230","Aloha",2015,"PG-13",105,20,19
"3231","Insidious: Chapter 3",2015,"PG-13",97,58,22.7
"3232","Me and Earl and the Dying Girl",2015,"PG-13",105,82,1.9
"3233","Jurassic World",2015,"PG-13",124,71,556.5
"3234","The Overnight",2015,"R",79,81,0.6
"3235","Dope",2015,"R",103,89,11.7
"3236","Ted 2",2015,"R",115,46,58.5
"3237","L.A. Slasher",2015,"R",86,0,0.0024
"3238","Magic Mike XXL",2015,"R",115,64,27.9
